X,Y
-1300.556391,236.901117
-1190.553383,236.901117
-1189.789474,211.199581
-1190.171429,204.122346
-1190.553383,192.202793
-1300.174436,192.202793
-1300.938346,204.122346
-1299.792481,210.827095
